finding_id,rule_id,rule_name,standard,risk_score,risk_priority,irap_stars,irap_label,gap_start_sec,gap_end_sec,gap_duration_sec,estimated_gap_meters,position_start_meters,position_end_meters,trigger_class,trigger_confidence,recommended_action,track_id,status,score_breakdown,ai_recommendation,snapshot_path,hospital_zone
F-C1A605BB,R-03,Damaged Sidewalk — Pedestrian Safety Non-Compliance,"MOMAH Sidewalks, Islands & Medians Design Manual | Saudi Building Code (SBC) Accessibility Requirements | Universal Accessibility: Built Environment Guidelines (KSCDR)",25,MEDIUM,3,Medium risk road,414.36,414.36,0.0,0.0,4604.0,4604.0,damaged_sidewalks,0.5904,"Inspect per the MOMAH Sidewalks, Islands & Medians Design Manual. Sidewalks must comply with Universal Accessibility Built Environment Guidelines (issued by KSCDR) ensuring safe, unobstructed pedestrian passage with proper gradients, adequate widths, and curb cuts for persons with disabilities. Damaged sections must be repaired to restore structural integrity and accessibility compliance. Failure to maintain safe pedestrian pathways is a breach of MOMAH urban road maintenance obligations. Report via the Balady platform or the 940 municipal call center.",8738.0,PENDING_REVIEW,"{'raw_score': 25.0, 'final_score': 25, 'risk_priority': 'MEDIUM', 'irap_stars': 3, 'irap_label': 'Medium risk road', 'base_score': 25, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The AI inspection has identified a damaged sidewalk, which poses a medium-level safety risk with a score of 25 out of 100. This issue is a significant concern for pedestrian safety, as it can lead to trips and falls, especially for vulnerable groups such as the elderly or disabled. It is recommended to prioritize the repair of the sidewalk to restore a safe walking surface and ensure compliance with pedestrian safety standards. Given the medium severity, it is advisable to address this issue promptly to prevent potential accidents and enhance pedestrian safety.",snapshots/F-C1A605BB.jpg,St. Jude Trauma Center
F-6BD4DF99,R-07,Street Light Spacing Violation,SASO 2927:2019 (mandatory since September 2020),42,MEDIUM,3,Medium risk road,415.295,421.5,6.205,68.9,4614.39,4683.33,street_light,0.6099,Install additional street light. Gap exceeds SASO 2927:2019 maximum 40m spacing for collector/arterial roads. Verify pole height and lux output meet ME-class illuminance requirements.,,PENDING_REVIEW,"{'raw_score': 42.0, 'final_score': 42, 'risk_priority': 'MEDIUM', 'irap_stars': 3, 'irap_label': 'Medium risk road', 'base_score': 35, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.2, 'trigger_confidence': 1.0, 'violation_count_in_zone': 2, 'zone_context': 'general_road'}","The road inspection AI has identified a street light spacing violation, which poses a medium-level safety risk with a risk score of 42 out of 100. Inadequate street lighting can lead to poor visibility for drivers and pedestrians, increasing the likelihood of accidents, particularly during nighttime or adverse weather conditions. It is recommended to conduct a thorough assessment of the current street light placement and adjust the spacing to comply with Saudi MOMAH and KSARAP standards. Addressing this issue should be prioritized to enhance road safety and prevent potential hazards.",snapshots/F-6BD4DF99.jpg,St. Jude Trauma Center
F-7FC9DF7E,R-05,Waste Accumulation on Public Road or Pavement,MOMAH Waste Management Law | Municipal Violations Penalty Regulations | Balady Platform Enforcement,0,LOW,5,Safe road,420.6,420.6,0.0,0.0,4673.33,4673.33,waste_accumulation,0.8219,"Report under the MOMAH Waste Management Law and Municipal Violations Penalty Regulations. Improper waste disposal and littering on public roads or pavements carries fines of SAR 200–1,000 per incident, with escalating penalties for repeat violations. Schedule a municipal cleaning operation and issue compliance notices to responsible parties. Municipalities have authority to disconnect utility services for sites failing to correct major violations. Report via the Balady platform or Mumtathil enforcement portal.",8795.0,PENDING_REVIEW,"{'raw_score': 0.0, 'final_score': 0, 'risk_priority': 'LOW', 'irap_stars': 5, 'irap_label': 'Safe road', 'base_score': 0, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The road inspection AI has identified a waste accumulation on a public road or pavement, which, although currently rated as a low-severity issue with a risk score of 0, poses potential safety risks. Accumulated waste can obstruct pedestrian pathways, create hazards for vehicles, and contribute to environmental degradation if not addressed. It is recommended that the municipal traffic department promptly coordinate with waste management services to remove the debris and implement regular monitoring to prevent future occurrences. While the urgency is not immediate, addressing this issue proactively will help maintain road safety and cleanliness.",snapshots/F-7FC9DF7E.jpg,St. Jude Trauma Center
F-FA81996A,R-14,Curbstone Marking Condition Issue,MOMAH General Specifications Guide for Road Construction and Structures | Saudi Highway Code SHC,0,LOW,5,Safe road,421.115,421.115,0.0,0.0,4679.06,4679.06,painting_of_curbstone,0.42,"Inspect per the MOMAH General Specifications Guide for Road Construction. Curbstone markings must be weather-resistant, durable under Saudi climatic conditions, and retroreflective using glass beads for night visibility. Faded, chipped, or missing curbstone paint must be repainted to restore road boundary clarity and traffic safety. Coordinate with the local municipality maintenance department for repainting works.",8810.0,PENDING_REVIEW,"{'raw_score': 0.0, 'final_score': 0, 'risk_priority': 'LOW', 'irap_stars': 5, 'irap_label': 'Safe road', 'base_score': 0, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The road inspection AI has identified a curbstone marking condition issue, which, although currently rated with a low severity and risk score, can still pose a safety risk by reducing the visibility of road boundaries, especially in low-light conditions. This could potentially lead to minor vehicular accidents or pedestrian mishaps. It is recommended to schedule maintenance to repaint the curbstone markings to ensure they are clearly visible at all times. While the urgency is not immediate, addressing this issue in the next routine maintenance cycle would be prudent to maintain optimal road safety standards.",snapshots/F-FA81996A.jpg,St. Jude Trauma Center
F-198CA65A,R-07,Street Light Spacing Violation,SASO 2927:2019 (mandatory since September 2020),42,MEDIUM,3,Medium risk road,421.5,425.3,3.8,42.2,4683.33,4725.56,street_light,0.7063,Install additional street light. Gap exceeds SASO 2927:2019 maximum 40m spacing for collector/arterial roads. Verify pole height and lux output meet ME-class illuminance requirements.,,PENDING_REVIEW,"{'raw_score': 42.0, 'final_score': 42, 'risk_priority': 'MEDIUM', 'irap_stars': 3, 'irap_label': 'Medium risk road', 'base_score': 35, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.2, 'trigger_confidence': 1.0, 'violation_count_in_zone': 2, 'zone_context': 'general_road'}","The inspection has identified a street light spacing violation, which poses a medium-level safety risk with a risk score of 42 out of 100. Inadequate street lighting can lead to poor visibility for drivers and pedestrians, increasing the likelihood of accidents, especially during nighttime or adverse weather conditions. It is recommended to assess and adjust the spacing of the street lights to ensure consistent and adequate illumination of the roadway. This corrective action should be prioritized to enhance road safety and prevent potential incidents.",snapshots/F-198CA65A.jpg,St. Jude Trauma Center
F-E62E5360,R-04,Construction Waste Obstruction on Public Road,"MOMAH Requirements for Disposal of Construction, Demolition & Renovation Waste | MWAN (National Center for Waste Management) Regulations | Municipal Violations Penalty Regulations",50,HIGH,2,High risk road,422.23,422.23,0.0,0.0,4691.44,4691.44,construction_waste,0.6136,"Report under MOMAH Requirements for the Disposal of Construction, Demolition, and Renovation Waste. Dumping construction waste on public roads is a municipal violation carrying fines of up to SAR 50,000. Contractors are legally obligated to transport all waste to designated disposal sites using licensed vehicles. Non-removal of debris after completing works attracts additional fines of SAR 3,000–10,000. Coordinate with the municipality to issue a compliance notice to the responsible contractor and enforce immediate site clearance.",8822.0,PENDING_REVIEW,"{'raw_score': 50.0, 'final_score': 50, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 50, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The AI inspection has identified a significant safety issue involving construction waste obstructing a public road, classified with a high severity and a risk score of 50 out of 100. This obstruction poses a serious hazard to motorists by potentially causing accidents due to sudden lane changes or collisions. Immediate corrective action is required to remove the debris and ensure the road is clear and safe for all users. It is crucial to address this issue urgently to prevent accidents and maintain compliance with Saudi MOMAH and KSARAP road safety standards.",snapshots/F-E62E5360.jpg,St. Jude Trauma Center
F-668076EE,R-14,Curbstone Marking Condition Issue,MOMAH General Specifications Guide for Road Construction and Structures | Saudi Highway Code SHC,0,LOW,5,Safe road,424.03,424.03,0.0,0.0,4711.44,4711.44,painting_of_curbstone,0.4601,"Inspect per the MOMAH General Specifications Guide for Road Construction. Curbstone markings must be weather-resistant, durable under Saudi climatic conditions, and retroreflective using glass beads for night visibility. Faded, chipped, or missing curbstone paint must be repainted to restore road boundary clarity and traffic safety. Coordinate with the local municipality maintenance department for repainting works.",8846.0,PENDING_REVIEW,"{'raw_score': 0.0, 'final_score': 0, 'risk_priority': 'LOW', 'irap_stars': 5, 'irap_label': 'Safe road', 'base_score': 0, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The road inspection AI has identified an issue with the condition of curbstone markings, which, although currently assessed as low severity with a risk score of 0, can still pose a safety risk by reducing visibility and clarity for both drivers and pedestrians. Clear and well-maintained curbstone markings are essential for guiding traffic and ensuring pedestrian safety, particularly in low-light conditions. It is recommended to schedule routine maintenance to repaint the curbstones to enhance visibility and prevent potential safety hazards. While the urgency is low, addressing this issue in a timely manner will help maintain overall road safety standards.",snapshots/F-668076EE.jpg,St. Jude Trauma Center
F-7878A179,R-07,Street Light Spacing Violation,SASO 2927:2019 (mandatory since September 2020),42,MEDIUM,3,Medium risk road,440.215,446.215,6.0,66.7,4891.28,4957.94,street_light,0.5161,Install additional street light. Gap exceeds SASO 2927:2019 maximum 40m spacing for collector/arterial roads. Verify pole height and lux output meet ME-class illuminance requirements.,,PENDING_REVIEW,"{'raw_score': 42.0, 'final_score': 42, 'risk_priority': 'MEDIUM', 'irap_stars': 3, 'irap_label': 'Medium risk road', 'base_score': 35, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.2, 'trigger_confidence': 1.0, 'violation_count_in_zone': 2, 'zone_context': 'general_road'}","The road inspection AI has identified a street light spacing violation, which poses a medium-level safety risk with a score of 42 out of 100. Inadequate street lighting can lead to insufficient visibility for drivers and pedestrians, increasing the likelihood of accidents, particularly during nighttime or adverse weather conditions. It is recommended to review and adjust the spacing of the street lights to align with Saudi MOMAH and KSARAP standards, ensuring consistent and adequate illumination along the affected roadway. Addressing this issue should be prioritized to enhance road safety and prevent potential incidents.",snapshots/F-7878A179.jpg,St. Jude Trauma Center
F-64322561,R-03,Damaged Sidewalk — Pedestrian Safety Non-Compliance,"MOMAH Sidewalks, Islands & Medians Design Manual | Saudi Building Code (SBC) Accessibility Requirements | Universal Accessibility: Built Environment Guidelines (KSCDR)",25,MEDIUM,3,Medium risk road,441.365,441.365,0.0,0.0,4904.06,4904.06,damaged_sidewalks,0.6655,"Inspect per the MOMAH Sidewalks, Islands & Medians Design Manual. Sidewalks must comply with Universal Accessibility Built Environment Guidelines (issued by KSCDR) ensuring safe, unobstructed pedestrian passage with proper gradients, adequate widths, and curb cuts for persons with disabilities. Damaged sections must be repaired to restore structural integrity and accessibility compliance. Failure to maintain safe pedestrian pathways is a breach of MOMAH urban road maintenance obligations. Report via the Balady platform or the 940 municipal call center.",9194.0,PENDING_REVIEW,"{'raw_score': 25.0, 'final_score': 25, 'risk_priority': 'MEDIUM', 'irap_stars': 3, 'irap_label': 'Medium risk road', 'base_score': 25, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The AI inspection identified a damaged sidewalk, posing a medium-severity risk to pedestrian safety with a risk score of 25 out of 100. This issue is a safety risk as it may cause trips and falls, particularly affecting vulnerable populations such as the elderly and children, and can lead to pedestrians stepping into the roadway, increasing the risk of vehicle-pedestrian collisions. It is recommended to promptly repair the damaged sidewalk to restore safe pedestrian passage and prevent potential accidents. Addressing this issue should be prioritized to maintain compliance with Saudi MOMAH and KSARAP standards and ensure pedestrian safety.",snapshots/F-64322561.jpg,St. Jude Trauma Center
F-3F28B101,R-09,Manhole Cover Infrastructure Issue,MOMAH General Specifications for Urban Roads Construction | Saudi Highway Code SHC,50,HIGH,2,High risk road,444.35,444.35,0.0,0.0,4937.22,4937.22,manholes,0.3102,Inspect per MOMAH General Specifications for Urban Roads Construction. Manhole covers must be flush with the pavement surface — protruding or sunken covers are classified as significant road hazards. Covers must have anti-slip properties and withstand applicable traffic load categories. Report to the relevant utility authority for immediate inspection and rectification.,9225.0,PENDING_REVIEW,"{'raw_score': 50.0, 'final_score': 50, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 50, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The AI inspection has identified a high-severity safety issue involving a manhole cover, which poses a significant risk to road users. A compromised manhole cover can lead to vehicle damage, loss of control, and potential accidents, particularly for two-wheeled vehicles. Immediate corrective action is required to secure or replace the manhole cover to prevent hazards and ensure road safety compliance with Saudi MOMAH and KSARAP standards. It is urgent that this issue be addressed promptly to mitigate the risk of accidents and enhance overall road safety.",snapshots/F-3F28B101.jpg,St. Jude Trauma Center
F-28873D91,R-07,Street Light Spacing Violation,SASO 2927:2019 (mandatory since September 2020),42,MEDIUM,3,Medium risk road,446.215,452.53,6.315,70.2,4957.94,5028.11,street_light,0.5578,Install additional street light. Gap exceeds SASO 2927:2019 maximum 40m spacing for collector/arterial roads. Verify pole height and lux output meet ME-class illuminance requirements.,,PENDING_REVIEW,"{'raw_score': 42.0, 'final_score': 42, 'risk_priority': 'MEDIUM', 'irap_stars': 3, 'irap_label': 'Medium risk road', 'base_score': 35, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.2, 'trigger_confidence': 1.0, 'violation_count_in_zone': 2, 'zone_context': 'general_road'}","The road inspection AI has identified a street light spacing violation, which poses a medium-level safety risk with a risk score of 42 out of 100. Inadequate street lighting can significantly impair visibility for drivers and pedestrians, increasing the likelihood of accidents, particularly during nighttime or adverse weather conditions. It is recommended to assess the current street light spacing and adjust it to meet the standards outlined in the Saudi MOMAH and KSARAP guidelines to ensure optimal illumination and safety. This corrective action should be prioritized to mitigate potential hazards and enhance road safety.",snapshots/F-28873D91.jpg,St. Jude Trauma Center
F-59861F9D,R-13,Construction Site Safety Non-Compliance,MOMAH Guide for Fencing Construction Sites | MOMAH Covering Buildings Under Construction Guidelines,50,HIGH,2,High risk road,447.13,447.13,0.0,0.0,4968.11,4968.11,buildings_under_construction,0.3993,"Inspect per the MOMAH Guide for Fencing Construction Sites. Mandatory requirements include: proper hoarding or fencing around the full perimeter, high-visibility reflective warning and directional signage, and an alternative safe pedestrian path if the sidewalk is blocked. Violations can result in financial penalties and suspension of the project license. Report to the local municipality (Amanah) for enforcement action.",9252.0,PENDING_REVIEW,"{'raw_score': 50.0, 'final_score': 50, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 50, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The road inspection AI has identified a high-severity safety issue involving non-compliance at a construction site, specifically related to buildings under construction. This poses a significant risk to road users due to potential debris or equipment entering the roadway, which can lead to accidents or injuries. Immediate corrective action is required to ensure compliance with safety standards, including the installation of proper barriers, signage, and regular monitoring to prevent unauthorized access and ensure the site is secure. It is urgent that these measures are implemented promptly to mitigate any potential hazards and align with Saudi MOMAH and KSARAP standards.",snapshots/F-59861F9D.jpg,St. Jude Trauma Center
F-609F7B75,R-09,Manhole Cover Infrastructure Issue,MOMAH General Specifications for Urban Roads Construction | Saudi Highway Code SHC,50,HIGH,2,High risk road,450.165,450.165,0.0,0.0,5001.83,5001.83,manholes,0.6752,Inspect per MOMAH General Specifications for Urban Roads Construction. Manhole covers must be flush with the pavement surface — protruding or sunken covers are classified as significant road hazards. Covers must have anti-slip properties and withstand applicable traffic load categories. Report to the relevant utility authority for immediate inspection and rectification.,9328.0,PENDING_REVIEW,"{'raw_score': 50.0, 'final_score': 50, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 50, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The road inspection AI has identified a high-severity safety issue related to the manhole cover infrastructure, which poses a significant risk to road users. This issue is critical as it can lead to vehicle damage or accidents, particularly for cyclists and motorcyclists, due to the potential for sudden obstructions or instability. Immediate corrective action is required to inspect and secure or replace the affected manhole covers to ensure they are flush with the road surface and structurally sound. Prompt attention to this matter is essential to prevent accidents and maintain road safety standards in accordance with KSARAP guidelines.",snapshots/F-609F7B75.jpg,St. Jude Trauma Center
F-83F58E3F,R-04,Construction Waste Obstruction on Public Road,"MOMAH Requirements for Disposal of Construction, Demolition & Renovation Waste | MWAN (National Center for Waste Management) Regulations | Municipal Violations Penalty Regulations",50,HIGH,2,High risk road,450.865,450.865,0.0,0.0,5009.61,5009.61,construction_waste,0.6751,"Report under MOMAH Requirements for the Disposal of Construction, Demolition, and Renovation Waste. Dumping construction waste on public roads is a municipal violation carrying fines of up to SAR 50,000. Contractors are legally obligated to transport all waste to designated disposal sites using licensed vehicles. Non-removal of debris after completing works attracts additional fines of SAR 3,000–10,000. Coordinate with the municipality to issue a compliance notice to the responsible contractor and enforce immediate site clearance.",9361.0,PENDING_REVIEW,"{'raw_score': 50.0, 'final_score': 50, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 50, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}",The road inspection AI has identified a high-severity safety issue involving construction waste obstructing a public road. This obstruction poses a significant risk to road users by potentially causing accidents due to sudden lane changes or collisions. Immediate corrective action is required to remove the debris and ensure the road is clear and safe for traffic. It is imperative to address this issue urgently to prevent any potential hazards and maintain compliance with Saudi MOMAH and KSARAP standards.,snapshots/F-83F58E3F.jpg,St. Jude Trauma Center
F-9974D5BC,R-14,Curbstone Marking Condition Issue,MOMAH General Specifications Guide for Road Construction and Structures | Saudi Highway Code SHC,0,LOW,5,Safe road,452.095,452.095,0.0,0.0,5023.28,5023.28,painting_of_curbstone,0.4173,"Inspect per the MOMAH General Specifications Guide for Road Construction. Curbstone markings must be weather-resistant, durable under Saudi climatic conditions, and retroreflective using glass beads for night visibility. Faded, chipped, or missing curbstone paint must be repainted to restore road boundary clarity and traffic safety. Coordinate with the local municipality maintenance department for repainting works.",9409.0,PENDING_REVIEW,"{'raw_score': 0.0, 'final_score': 0, 'risk_priority': 'LOW', 'irap_stars': 5, 'irap_label': 'Safe road', 'base_score': 0, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The road inspection AI has identified a curbstone marking condition issue, which, although currently rated with a low severity and risk score, could potentially lead to reduced visibility of road boundaries, especially in low-light conditions or adverse weather. This can increase the likelihood of minor vehicular accidents or pedestrian mishaps. It is recommended to schedule a repainting of the curbstone markings to enhance visibility and ensure compliance with Saudi MOMAH and KSARAP standards. While the urgency is not immediate, addressing this issue promptly will help maintain optimal road safety conditions.",snapshots/F-9974D5BC.jpg,St. Jude Trauma Center
F-676941A4,R-09,Manhole Cover Infrastructure Issue,MOMAH General Specifications for Urban Roads Construction | Saudi Highway Code SHC,50,HIGH,2,High risk road,452.165,452.165,0.0,0.0,5024.06,5024.06,manholes,0.7037,Inspect per MOMAH General Specifications for Urban Roads Construction. Manhole covers must be flush with the pavement surface — protruding or sunken covers are classified as significant road hazards. Covers must have anti-slip properties and withstand applicable traffic load categories. Report to the relevant utility authority for immediate inspection and rectification.,9401.0,PENDING_REVIEW,"{'raw_score': 50.0, 'final_score': 50, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 50, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The AI inspection has identified a high-severity safety issue concerning a manhole cover, which poses a significant risk to road users. Manhole cover infrastructure issues can lead to accidents, particularly for vehicles traveling at high speeds, as they may cause sudden loss of control or damage to vehicles. It is imperative to conduct an immediate on-site inspection to assess the condition of the manhole cover and implement corrective actions, such as repair or replacement, to ensure road safety. Given the high-risk score and potential for accidents, addressing this issue should be prioritized to prevent any harm to motorists and maintain compliance with Saudi MOMAH and KSARAP standards.",snapshots/F-676941A4.jpg,St. Jude Trauma Center
F-1235BE97,R-09,Manhole Cover Infrastructure Issue,MOMAH General Specifications for Urban Roads Construction | Saudi Highway Code SHC,50,HIGH,2,High risk road,452.53,452.53,0.0,0.0,5028.11,5028.11,manholes,0.6894,Inspect per MOMAH General Specifications for Urban Roads Construction. Manhole covers must be flush with the pavement surface — protruding or sunken covers are classified as significant road hazards. Covers must have anti-slip properties and withstand applicable traffic load categories. Report to the relevant utility authority for immediate inspection and rectification.,9426.0,PENDING_REVIEW,"{'raw_score': 50.0, 'final_score': 50, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 50, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The AI inspection has identified a high-severity issue with the manhole cover infrastructure, which presents a significant safety risk to road users. A compromised or improperly secured manhole cover can lead to vehicle damage or accidents, particularly for two-wheeled vehicles, posing a threat to both drivers and pedestrians. Immediate corrective action is required to inspect and secure the manhole cover to prevent potential accidents and ensure road safety. Given the high-risk score and the potential for severe consequences, this issue should be addressed with urgency to maintain compliance with Saudi MOMAH and KSARAP standards.",snapshots/F-1235BE97.jpg,St. Jude Trauma Center
F-2E7EA9A7,R-01,Ambulance Entrance â€” Missing Advance Warning Signs,SHC 602 (Saudi MUTCD) â€” Section 7: Emergency Facility Signage,65,HIGH,2,High risk road,2.17,2.17,0.0,0.0,24.11,24.11,ambulance_entrance,0.0,Install emergency sign series at 100m and 50m upstream of ambulance entrance per SHC 602. Signs must be bilingual (Arabic/English) with white lettering on red background and retroreflective coating.,2.0,PENDING_REVIEW,"{'raw_score': 65.0, 'final_score': 65, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 65, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'ambulance_entrance'}","The road inspection AI has identified a significant safety issue at an ambulance entrance due to the absence of advance warning signs, which poses a high risk with a score of 65 out of 100. This lack of signage can lead to delayed driver reactions and potential accidents, as motorists may not be adequately prepared to yield or adjust their speed for emergency vehicles entering or exiting the facility. It is recommended that advance warning signs be installed immediately to alert drivers well before they approach the entrance, thereby enhancing safety and compliance with Saudi MOMAH and KSARAP standards. Prompt action is essential to mitigate the risk of accidents and ensure the safe passage of emergency vehicles.",snapshots/F-2E7EA9A7.jpg,St. Jude Trauma Center
F-F7434C5F,R-02,Ambulance Entrance â€” No Street Light,SASO 2927:2019 + Saudi MOH Hospital Commissioning Checklist,65,HIGH,2,High risk road,2.17,2.17,0.0,0.0,24.11,24.11,ambulance_entrance,0.0,Install minimum 30-lux street light at ambulance entrance. Emergency access must be lit 24/7 per SASO 2927:2019 ME-class and MOH checklist. Consider backup power supply for continuity during outages.,2.0,PENDING_REVIEW,"{'raw_score': 65.0, 'final_score': 65, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 65, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'ambulance_entrance'}","The AI inspection identified a high-severity safety issue at an ambulance entrance lacking street lighting, with a risk score of 65 out of 100. This absence of lighting poses a significant risk, potentially hindering visibility for emergency vehicles and personnel, which can delay critical response times and increase the likelihood of accidents. It is imperative to install adequate street lighting at this location to ensure clear visibility during night hours and adverse weather conditions. Given the high risk associated with this issue, corrective action should be prioritized and implemented promptly to enhance safety and operational efficiency.",snapshots/F-F7434C5F.jpg,St. Jude Trauma Center
F-F9B2AA29,R-03,Orphaned Emergency Sign â€” No Ambulance Entrance Found,SHC 602 (Saudi MUTCD),35,MEDIUM,3,Medium risk road,29.655,29.655,0.0,0.0,329.5,329.5,emergency_sign,0.0,"Verify ambulance entrance exists within 200m. If not, remove or relocate the orphaned sign. If entrance was removed, update signage immediately to avoid misleading emergency responders.",58.0,CONFIRMED,"{'raw_score': 35.0, 'final_score': 35, 'risk_priority': 'MEDIUM', 'irap_stars': 3, 'irap_label': 'Medium risk road', 'base_score': 35, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'emergency_sign'}","The road inspection AI has identified an orphaned emergency sign, indicating the presence of an emergency sign without a corresponding ambulance entrance. This poses a safety risk as it can cause confusion for emergency responders, potentially delaying critical response times. It is recommended to either remove the sign if no entrance exists or ensure that a clearly marked ambulance entrance is established in alignment with the sign. Addressing this issue should be prioritized to prevent misdirection during emergencies and to maintain compliance with Saudi MOMAH and KSARAP standards.",snapshots/F-F9B2AA29.jpg,St. Jude Trauma Center
F-72C02FFB,R-07,Street Light Spacing Violation,SASO 2927:2019 (mandatory since September 2020),40,MEDIUM,3,Medium risk road,2.57,7.32,4.75,52.7,65.38,118.08,street_light,0.609,Install additional street light. Gap exceeds SASO 2927:2019 maximum 40m spacing for collector/arterial roads. Verify pole height and lux output meet ME-class illuminance requirements.,3.0,PENDING_REVIEW,"{'raw_score': 40.0, 'final_score': 40, 'risk_priority': 'MEDIUM', 'irap_stars': 3, 'irap_label': 'Medium risk road', 'base_score': 40, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 3, 'zone_context': 'general_road'}","The road inspection AI has identified a street light spacing violation, which poses a medium-level safety risk. Inadequate lighting can compromise visibility for drivers and pedestrians, increasing the likelihood of accidents, particularly during nighttime or adverse weather conditions. Reassess street light spacing and adjust to comply with SASO 2927:2019.",snapshots/F-34ED8984.jpg,City General Memorial
F-731E845B,R-02,Dark Segment Near Emergency Access Zone,SASO 2927:2019 | MOMAH Emergency Access Road Lighting Standards,0,LOW,4,Low risk road,12.36,14.92,2.56,28.4,202.89,231.29,street_light,0.9446,Install compliant street lighting along the dark segment near emergency access zone per SASO 2927:2019 lux requirements.,8.0,PENDING_REVIEW,"{'raw_score': 0.0, 'final_score': 0, 'risk_priority': 'LOW', 'irap_stars': 4, 'irap_label': 'Low risk road', 'base_score': 0, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}",The AI has detected a dark road segment near an emergency access zone. This poses a significant risk as emergency vehicles and hospital visitors may face visibility challenges during night operations.,snapshots/F-AFF45F5D.jpg,City General Memorial
